@RELATION weka

@ATTRIBUTE doc		STRING
@ATTRIBUTE classX	{0.0, 1.0}

@DATA
"second lovely warm sentimental romantic able cybill downeyjr mary outdo adorable romantic sleepless high big future sue married superb didnt succeed great memorable romantic palpable recapture comparable romantic yearningdo lovely ",1.0
"final worthy intelligent timeless intelligent arrogant think irrelevant confrontational ",1.0
"oriental arabian plenty incredible wizardly malignant powerful magic bagdadattractive little abusympathetic princessgorgeous blind fantastic mechanic colossal magic remarkable finest fantastic london alexander stunning fond mechanic shooting especial grand splendid visual perinal special osmond urgent necessary evocative oriental musical vivid immense classic ",1.0
"rank strangest main familiar entertaining grisby strangest slaone strange glamorous short blonde fascinating english understand great wonderful facial unique great bizarre buffoonlike great ",1.0
"rare small cross distract doesnt explain creep dismember certain close understand good good ",1.0
"permanent pallid vampiric otherworldly dead dead unifying clever ambiguous present macabre daring overwrought need remade large talentless overriding good lowgrade past strong simple real cinematic let original stop superior ",1.0
"pure sure perennial appropriate hilarious easy clever upper watch little notice frumpy entertaining hugh ",1.0
"enshrouded ned permanent available bounce bright victorian hadnt boring inhuman superhuman novel portray unfeeling human popular victorian untenable long stand human nearest irish english irish long mixed chinese thisheath amazing notorious aware doesnt contingent revered desolate little bum minimal freezedried explorative fast ditto titular believe wanted sayso corrupt infamous shaky depict exciting good kind impressed unusual unusual factual ",1.0
"wicked great mjh different cool best ",1.0
"quiet noir old idealistic earnest appealing assistant didnt right implausible bring corrupt ",1.0
"good german excellent ",1.0
"dead nice little decent entertaining funnythere good outif past thoughthe interestingthis enjoy enjoyable dont lowi horrible ",1.0
"past certain dramatic willing fascinating pathological true incapable dramatic unproven best false impossible achieve certain individual exasperated remarkable scary disturbing weird ",1.0
"best recommend able acclaimed remarkable hard moviethere single dry entire recommend ",1.0
"funniest great wish great kung funny entire great buy good great ",1.0
"good funny tiny engaging funny interesting good good blonde welcome striking aussie eric personal favourite overall disappointed curl appropriate ",1.0
"great know shanghai prime filmnoir conspicuous comprehensible convoluted entertaining unique work dont complete true cohn gorgeous irish angry right married grisby great reluctant married grisby pleasant grisby grisby dare reveal noticeable look striking fiftyfive doesnt terrific dependable elegant stark covered deep low particular welles dependable special little lush worth welles fascinating little evil ",1.0
"isnt comedic recent classic mixed new sick teach inspect amuse real able worth fridaysaturday ",1.0
"agree create dramatic perfect dont perfect admit want peachy important realistic eating scary approve beautiful ",1.0
"enjoy invisible forget elegant austere embittered carpathian ancient light ascertain great geological pastparticularly potent radioactive everelegant rare lovely underused young frank lawton romantic divine worthy bold special handsome wonderful seemore ",1.0
"different new dont broad pinjar indian important indian equivalent american american moviegoing public longstanding borrow whopping minute gritty compelling human young untenable survive grow western unfamiliar indian early minute pinjar poignant disturbing compelling heartwrenching human worst evident inspirational recommend inspiring unique deliver credible doesnt indian essential early combinedif ",1.0
"understand special wonderful imdb special big blair terrible overrated pure special rich ",1.0
"great charismatic bad disappointed romp criminal familiar disappointed storywise good make east annoying ",1.0
"incredible gross trashy energetic himherself ideal shameless disastrous horrible radioactive sticky insatiable human stupid entertaining great heavy darth big sachs tedious scientific emotional enjoy silly start campy ",1.0
"forget jonestown tragic boothe commanding total kind forget forget outside destroy horrifying unreal dont make open hungry ",1.0
"young small italian different human ",1.0
"favorite huge best subtle eyesalan hilarious kraft young effective blue ideal ideal tragic mature vivid romantic foolish wise painful real blue best beautiful poetic deep faithful original ",1.0
"american musty germany peak american goodman forewarned howard irresistible solitary new york central frustrated novel answer fresh interesting intelligent confident scared uncertain scared certain certain dramatic flip lonely new purgatory distinctive temporary dramatic moral spiritual doesnt simple blackandwhite unspoken inner little new prolong antisemitic best ",1.0
